Name	Cluster	desc	GID	PID1	PID2	PID3	H_Count	H_pos	H_Count_Disorder	H_pc_Disorder	G_Count	G_pos	G_Count_Disorder	G_pc_Disorder	D_Count	D_pos	D_Count_Disorder	D_pc_Disorder	GO
HSPB1	NA	heat shock 27kDa protein 1 [Source:HGNC Symbol;Acc:HGNC:5246]	ENSG00000106211	ENSP00000248553	ENSGALP00000039447	ENSDARP00000060161	3	88,95,140	62	40	4	87,94,139,152	48	29	4	102,147,158,191	71	37	GO:0038033,GO:0000502,GO:2001234,GO:0035924,GO:0001895,GO:1902176,GO:0071901,GO:0006469,GO:0009615,GO:0005622,GO:0043122,GO:0044822,GO:0043292,GO:0005737,GO:0005615,GO:0035556,GO:0010467,GO:0043130,GO:0005856,GO:0048010,GO:0043066,GO:0030018,GO:0005819,GO:0005829,GO:0070527,GO:0045766,GO:0042802,GO:0006928,GO:0005515,GO:0005886,GO:0008426,GO:0070062,GO:2001028,GO:0005080,GO:0032731,GO:0005634,GO:0006446,GO:0042535,GO:0005925,GO:0019901,GO:0043536,GO:0006986
MYF5	NA	myogenic factor 5 [Source:HGNC Symbol;Acc:HGNC:7565]	ENSG00000111049	ENSP00000228644	ENSGALP00000043455	ENSDARP00000109289	7	76,77,107,176,177,197,212	62	26	4	78,79,109,179	69	34	3	61,91,197	94	39	GO:0030198,GO:0042692,GO:0001503,GO:0043565,GO:0048704,GO:0043010,GO:0003677,GO:0005654,GO:0000978,GO:1901741,GO:0045663,GO:0001228,GO:0001952,GO:0035914,GO:0003705,GO:0090575,GO:0042693,GO:0046983,GO:0001756,GO:0048644,GO:0007517,GO:0048743,GO:0045944,GO:0005515,GO:0051149,GO:0006366,GO:0007519,GO:0005634,GO:0001502,GO:0006357,GO:0006355,GO:0046982,GO:0070888,GO:0060415
R3HDM1	NA	R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]	ENSG00000048991	ENSP00000387010	ENSGALP00000019969	ENSDARP00000139514	3	23,70,138	143	66	4	789,890,1059,1084	222	56	3	688,767,810	177	79	GO:0003676,GO:0044822
RTKN2	NA	rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]	ENSG00000182010	ENSP00000362894	ENSGALP00000004706	ENSDARP00000112959	2	197,207	0	0	3	195,207,229	0	0	4	16,35,217,252	24	7	GO:0030097,GO:0005886,GO:0007165,GO:0008284
PCDH9	9	protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]	ENSG00000184226	ENSP00000367096	ENSGALP00000027278	ENSDARP00000086722	6	586,654,659,713,788,877	96	24	6	586,654,659,713,788,877	86	21	7	585,606,658,712,738,787,876	81	20	GO:0016021,GO:0030900,GO:0007155,GO:0044291,GO:0007156,GO:0030426,GO:0005886,GO:0005515,GO:0016020,GO:0005509
PRDM5	NA	PR domain containing 5 [Source:HGNC Symbol;Acc:HGNC:9349]	ENSG00000138738	ENSP00000264808	ENSGALP00000019484	ENSDARP00000106969	5	8,150,223,227,302	58	14	2	305,424	16	7	3	193,306,447	24	6	GO:0000976,GO:0043565,GO:0000122,GO:0000978,GO:0070491,GO:0051567,GO:0044212,GO:0000278,GO:0006351,GO:0008168,GO:0016575,GO:0005515,GO:0001078,GO:0005634,GO:0046872,GO:0045892
PTPRS	9	protein tyrosine phosphatase, receptor type, S [Source:HGNC Symbol;Acc:HGNC:9681]	ENSG00000105426	ENSP00000349932	ENSGALP00000006433	ENSDARP00000077743	6	834,888,963,1046,1101,1124	112	28	5	119,220,241,299,381	141	38	6	118,219,236,294,376,391	138	36	GO:0016791,GO:0005887,GO:0004725,GO:0030198,GO:0016311,GO:0070062,GO:0090557,GO:0005515,GO:0035335,GO:0021766,GO:0021987,GO:0005001,GO:0021549,GO:0022038,GO:0021510,GO:0007155,GO:0006470
ABCC6	9	ATP-binding cassette, sub-family C (CFTR/MRP), member 6 [Source:HGNC Symbol;Acc:HGNC:57]	ENSG00000091262	ENSP00000205557	ENSGALP00000039234	ENSDARP00000118198	6	668,759,874,898,921,930	65	17	8	494,603,625,646,675,696,766,776	1	0	7	525,540,554,603,645,744,753	5	1	GO:0016021,GO:0016323,GO:0042493,GO:0016328,GO:0005524,GO:0042626,GO:0006810,GO:0005789,GO:0007601,GO:0016324,GO:0005886,GO:0016020,GO:0055085,GO:0005634,GO:0016887,GO:0005215,GO:0008152
EXOC8	NA	exocyst complex component 8 [Source:HGNC Symbol;Acc:HGNC:24659]	ENSG00000116903	ENSP00000355605	ENSGALP00000018004	ENSDARP00000111214	2	511,621	0	0	3	512,530,640	0	0	2	470,666	0	0	GO:0005737,GO:0005770,GO:0007032,GO:0001927,GO:0051601,GO:0044267,GO:0022617,GO:0015031,GO:0000145,GO:0006996,GO:0061024,GO:0034613,GO:0030426,GO:0005829,GO:0016020,GO:0005515,GO:0005886,GO:0017160
C19orf44	NA	chromosome 19 open reading frame 44 [Source:HGNC Symbol;Acc:HGNC:26141]	ENSG00000105072	ENSP00000221671	ENSGALP00000034700	ENSDARP00000105589	2	487,528	94	66	5	290,376,389,454,498	248	80	9	7,78,82,88,123,135,153,179,226	304	95	GO:0005515
STAU2	NA	staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]	ENSG00000040341	ENSP00000428756	ENSGALP00000025177	ENSDARP00000116175	4	241,375,482,534	248	63	2	313,447	134	57	2	313,447	156	66	GO:0016020,GO:0005515,GO:0005874,GO:0006810,GO:0044822,GO:0005783,GO:0005730,GO:0003725
FCGBP	NA	Fc fragment of IgG binding protein [Source:HGNC Symbol;Acc:HGNC:13572]	ENSG00000275395	ENSP00000481056	ENSGALP00000022851	ENSDARP00000138855	5	78,174,191,212,230	0	0	4	84,98,209,215	70	30	4	73,181,250,291	1	0	GO:0005515
KDM5A	9	lysine (K)-specific demethylase 5A [Source:HGNC Symbol;Acc:HGNC:9886]	ENSG00000073614	ENSP00000382688	ENSGALP00000021168	ENSDARP00000134924	9	1063,1120,1150,1166,1192,1198,1274,1332,1357	59	14	9	907,915,967,1063,1120,1150,1166,1192,1198	21	5	5	506,544,632,640,788	13	3	GO:0007275,GO:0006325,GO:0016568,GO:0005515,GO:0003713,GO:0005634,GO:0032922,GO:0006366,GO:0008270,GO:0005730,GO:0055114,GO:1901726,GO:0003682,GO:0019907,GO:0005654,GO:0003677,GO:0005737,GO:0003700,GO:0016706,GO:0045893
SEPT2	NA	septin 2 [Source:HGNC Symbol;Acc:HGNC:7729]	ENSG00000168385	ENSP00000479861	ENSGALP00000009314	ENSDARP00000108257	4	63,84,130,266	35	11	4	28,49,95,231	15	4	4	77,98,144,280	8	2	GO:0060170,GO:0030496,GO:0005730,GO:0030234,GO:0050790,GO:0032947,GO:0051301,GO:0007067,GO:0005654,GO:0005737,GO:0042384,GO:0032154,GO:0009986,GO:0045202,GO:0002036,GO:0032880,GO:0000777,GO:0042995,GO:0005938,GO:0005819,GO:0005525,GO:0005886,GO:0048471,GO:0005515,GO:0007224,GO:0035869,GO:0070062,GO:0000145,GO:0043209,GO:0015629,GO:0005634,GO:0031175,GO:0007049
HELQ	2	helicase, POLQ-like [Source:HGNC Symbol;Acc:HGNC:18536]	ENSG00000163312	ENSP00000295488	ENSGALP00000018252	ENSDARP00000104305	9	10,18,52,155,223,253,261,290,302	188	47	5	389,490,513,592,611	0	0	5	13,35,36,122,181	116	43	GO:0005654,GO:0005730,GO:0005524,GO:0003676,GO:0004386,GO:0000724
ALDH8A1	NA	aldehyde dehydrogenase 8 family, member A1 [Source:HGNC Symbol;Acc:HGNC:15471]	ENSG00000118514	ENSP00000265605	ENSGALP00000022601	ENSDARP00000053398	3	248,276,359	0	0	2	248,276	0	0	3	248,276,381	12	5	GO:0042573,GO:0042574,GO:0008152,GO:0004029,GO:0070062,GO:0005737,GO:0001758,GO:0055114,GO:0042904,GO:0005622,GO:0016491
ERBB2IP	2	erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]	ENSG00000112851	ENSP00000426632	ENSGALP00000023789	ENSDARP00000104608	6	899,987,1022,1070,1075,1145	292	84	9	906,968,1028,1054,1061,1089,1103,1136,1141	323	96	4	3,72,217,276	3	0	GO:0007173,GO:0045104,GO:0032088,GO:0005737,GO:0005178,GO:0010628,GO:0032495,GO:0016049,GO:0005176,GO:0007229,GO:0007165,GO:0016323,GO:0032496,GO:0071638,GO:0005654,GO:0005102,GO:0009925,GO:0005634,GO:0007155,GO:0005604,GO:0007049,GO:0045175,GO:0005200,GO:0070433,GO:0030054,GO:0045197,GO:0031965,GO:0006605,GO:0071356,GO:0030056,GO:0005515,GO:0005886
AMOTL1	NA	angiomotin like 1 [Source:HGNC Symbol;Acc:HGNC:17811]	ENSG00000166025	ENSP00000387739	ENSGALP00000027763	ENSDARP00000024424	7	711,805,825,872,897,914,935	235	72	5	548,642,662,707,769	262	81	4	709,809,926,937	162	49	GO:0003365,GO:0031410,GO:0005737,GO:0016055,GO:0005515,GO:0042802,GO:0030027,GO:0016324,GO:0035329,GO:0030054,GO:0008180,GO:0005829,GO:0043536,GO:0005923
DIS3	NA	DIS3 exosome endoribonuclease and 3-5 exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]	ENSG00000083520	ENSP00000366997	ENSGALP00000027317	ENSDARP00000079889	2	525,584	0	0	3	367,562,621	30	8	4	581,805,825,880	9	2	GO:0005829,GO:0005085,GO:0006402,GO:0016020,GO:0005515,GO:0000288,GO:0000175,GO:0000177,GO:0003723,GO:0090503,GO:0000176,GO:0043547,GO:0071034,GO:0005654,GO:0090305,GO:0043928,GO:0006364,GO:0016075,GO:0004519,GO:0000178,GO:0010467
SPATA5L1	NA	spermatogenesis associated 5-like 1 [Source:HGNC Symbol;Acc:HGNC:28762]	ENSG00000171763	ENSP00000305494	ENSGALP00000009098	ENSDARP00000107156	5	476,510,553,657,726	1	0	4	309,373,476,510	9	2	5	362,437,464,498,592	12	3	GO:0005524,GO:0005737
FOXJ2	NA	forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818]	ENSG00000065970	ENSP00000162391	ENSGALP00000023111	ENSDARP00000074846	5	20,85,110,222,264	244	70	4	71,136,161,316	203	58	6	76,101,178,209,234,338	231	63	GO:0001077,GO:0030154,GO:0003700,GO:0045893,GO:0009653,GO:0043565,GO:0005730,GO:0000978,GO:0006366,GO:0005634,GO:0006355,GO:0045944,GO:0005515
PIGM	NA	phosphatidylinositol glycan anchor biosynthesis, class M [Source:HGNC Symbol;Acc:HGNC:18858]	ENSG00000143315	ENSP00000357069	ENSGALP00000037081	ENSDARP00000036819	3	207,284,382	0	0	3	18,60,278	0	0	3	56,57,151	0	0	GO:0016254,GO:0006501,GO:0044267,GO:0016021,GO:0006506,GO:0016758,GO:0005789,GO:0043687
SRRM1	7	serine/arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]	ENSG00000133226	ENSP00000326261	ENSGALP00000001957	ENSDARP00000111346	7	158,183,348,349,375,376,426	343	93	7	182,228,344,345,371,423,430	347	99	10	555,604,613,653,673,683,729,750,809,821	367	100	GO:0005654,GO:0003677,GO:0008380,GO:0006397,GO:0010467,GO:0000398,GO:0031124,GO:0044822,GO:0005515,GO:0071013,GO:0005681,GO:0005829,GO:0000375,GO:0006406,GO:0016607,GO:0016363,GO:0005634,GO:0006366,GO:0006369
KANK4	1	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	ENSG00000132854	ENSP00000360195	ENSGALP00000017807	ENSDARP00000077133	5	594,773,785,789,790	177	59	4	586,750,774,775	164	56	5	2,64,170,212,219	244	76	GO:0005515,GO:0005737
WNT3	NA	wingless-type MMTV integration site family, member 3 [Source:HGNC Symbol;Acc:HGNC:12782]	ENSG00000108379	ENSP00000225512	ENSGALP00000001613	ENSDARP00000105032	3	109,194,261	18	7	2	109,194	18	9	3	94,109,194	16	8	GO:0030177,GO:0005796,GO:0045165,GO:0005737,GO:0005615,GO:0009950,GO:0071300,GO:0005576,GO:0030182,GO:0010628,GO:0035115,GO:0009948,GO:0060173,GO:0060174,GO:0060070,GO:0048018,GO:0007276,GO:0009952,GO:0035116,GO:0007411,GO:0005102,GO:0001707,GO:0005578,GO:0005109,GO:0060323,GO:0005788,GO:0048843,GO:0000902,GO:0048646,GO:0007275,GO:0048697,GO:0044338,GO:0044339,GO:0016055,GO:0005515,GO:0060064,GO:0005886,GO:0019904,GO:0061180
GRK6	NA	G protein-coupled receptor kinase 6 [Source:HGNC Symbol;Acc:HGNC:4545]	ENSG00000198055	ENSP00000433511	ENSGALP00000022712	ENSDARP00000022046	2	45,182	6	2	3	142,182,360	0	0	2	45,182	3	1	GO:0008277,GO:0005515,GO:0016020,GO:0016055,GO:0004674,GO:0047696,GO:0016772,GO:0005524,GO:0038032,GO:0004703,GO:0007165,GO:0006468,GO:0004672
ANAPC5	NA	anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]	ENSG00000089053	ENSP00000261819	ENSGALP00000038461	ENSDARP00000019505	4	127,144,166,410	24	6	3	126,143,410	18	4	3	122,139,415	43	10	GO:0005634,GO:0031145,GO:0051439,GO:0005680,GO:0005829,GO:0005515,GO:0007094,GO:0070979,GO:0051436,GO:0000278,GO:0051437,GO:0019903,GO:0007067,GO:0051301,GO:0005654
ANGPT1	NA	angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]	ENSG00000154188	ENSP00000428340	ENSGALP00000025868	ENSDARP00000043712	4	189,238,413,486	37	9	4	189,238,413,486	35	8	3	235,427,500	61	16	GO:0007171,GO:2000352,GO:0050918,GO:0005902,GO:0002092,GO:0032680,GO:0007596,GO:0034394,GO:0005102,GO:2000446,GO:0007162,GO:0005615,GO:0051897,GO:0030154,GO:0031589,GO:0002740,GO:0001525,GO:0043122,GO:0030971,GO:0043524,GO:0043393,GO:0043066,GO:0005576,GO:0050731,GO:0048014,GO:0033138,GO:0043116,GO:0010595,GO:0001701,GO:0072012,GO:0001933,GO:0014842,GO:0042308,GO:0070062,GO:0005886,GO:0005515,GO:0014068,GO:0045785,GO:0002040,GO:0031398,GO:0030210,GO:0007169,GO:0050900,GO:0043536,GO:0030097,GO:0070374,GO:0045121
NOS1	2	nitric oxide synthase 1 (neuronal) [Source:HGNC Symbol;Acc:HGNC:7872]	ENSG00000089250	ENSP00000477999	ENSGALP00000013280	ENSDARP00000135654	6	623,624,649,743,758,916	66	16	8	624,625,650,744,759,860,861,883	24	6	8	620,621,646,740,755,856,857,879	36	10	GO:0042738,GO:0045944,GO:0018119,GO:0042383,GO:0051926,GO:0033555,GO:0016020,GO:0005741,GO:0005886,GO:0048471,GO:0005515,GO:0030315,GO:0033017,GO:0050660,GO:0045471,GO:1990425,GO:0005829,GO:0042136,GO:0050767,GO:0051701,GO:0019899,GO:0031965,GO:0007520,GO:0035066,GO:0060314,GO:0034617,GO:0031284,GO:0005506,GO:0006809,GO:0055117,GO:1902514,GO:0051612,GO:0031667,GO:0045121,GO:0044325,GO:0045909,GO:0045822,GO:1901216,GO:0043197,GO:0006527,GO:0010523,GO:0005634,GO:0002028,GO:1900273,GO:0050661,GO:0009408,GO:0006936,GO:0043627,GO:0016491,GO:0051930,GO:0071260,GO:0090382,GO:0051346,GO:0042803,GO:0014070,GO:0003958,GO:1901205,GO:0071731,GO:0001917,GO:0017080,GO:0007568,GO:0020037,GO:0030425,GO:0008285,GO:0055114,GO:0010243,GO:0004517,GO:1901206,GO:0045906,GO:0005901,GO:0007596,GO:0032496,GO:0007263,GO:0007565,GO:0097110,GO:0014823,GO:0005516,GO:0043234,GO:0048148,GO:0046870,GO:0005856,GO:0030018,GO:0043267,GO:0006941,GO:0010181,GO:0045776,GO:0043066,GO:0033197,GO:0045893,GO:0042582,GO:0051481,GO:1902307,GO:0071363,GO:0008016,GO:0045202,GO:0043434,GO:0014069,GO:0098735,GO:0005739,GO:0010288,GO:0046676,GO:0001666,GO:0016529,GO:0005737,GO:0035094,GO:0034618,GO:0012506
MYPN	NA	myopalladin [Source:HGNC Symbol;Acc:HGNC:23246]	ENSG00000138347	ENSP00000351790	ENSGALP00000006242	ENSDARP00000104336	4	759,889,903,1043	214	55	3	602,724,802	275	91	5	112,113,202,332,340	234	71	GO:0003779,GO:0031674,GO:0017124,GO:0030018,GO:0045214,GO:0005515,GO:0005634,GO:0051371,GO:0008092
USP24	3	ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]	ENSG00000162402	ENSP00000294383	ENSGALP00000017547	ENSDARP00000078325	6	1095,1126,1219,1277,1302,1368	33	8	6	1862,1898,1970,2105,2112,2135	31	8	8	1095,1123,1168,1200,1225,1306,1359,1373	31	8	GO:0061136,GO:0006511,GO:0005488,GO:0036459,GO:0004197,GO:0004843,GO:0043161,GO:0005515,GO:0016579
PDK1	NA	pyruvate dehydrogenase kinase, isozyme 1 [Source:HGNC Symbol;Acc:HGNC:8809]	ENSG00000152256	ENSP00000376352	ENSGALP00000021580	ENSDARP00000022009	4	72,183,207,305	6	1	4	23,114,138,234	0	0	3	41,156,254	5	1	GO:0098779,GO:0005739,GO:0097411,GO:0005524,GO:0010510,GO:0005967,GO:0008631,GO:0010906,GO:0008283,GO:0004672,GO:0006468,GO:0044281,GO:0044237,GO:0004740,GO:0005759,GO:0006090,GO:0005515,GO:0006006
KHDRBS2	NA	KH domain containing, RNA binding, signal transduction associated 2 [Source:HGNC Symbol;Acc:HGNC:18114]	ENSG00000112232	ENSP00000281156	ENSGALP00000026192	ENSDARP00000131825	4	13,97,103,223	183	59	3	13,97,103	62	32	8	13,97,103,195,205,222,228,244	198	59	GO:0046982,GO:0003723,GO:0008266,GO:0006355,GO:0005634,GO:0042169,GO:0005515,GO:0003676,GO:0008143,GO:0017124,GO:0006351
COASY	NA	CoA synthase [Source:HGNC Symbol;Acc:HGNC:29932]	ENSG00000068120	ENSP00000464814	ENSGALP00000042951	ENSDARP00000062735	4	121,287,358,399	17	4	2	96,137	27	19	3	246,317,358	4	1	GO:0015937,GO:0005759,GO:0005741,GO:0005515,GO:0004595,GO:0006766,GO:0070062,GO:0044281,GO:0009108,GO:0016310,GO:0006767,GO:0005654,GO:0009058,GO:0004140,GO:0005737,GO:0015939,GO:0005524,GO:0003824
SEC24A	NA	SEC24 family member A [Source:HGNC Symbol;Acc:HGNC:10703]	ENSG00000113615	ENSP00000381823	ENSGALP00000010342	ENSDARP00000132163	4	632,657,706,878	18	5	4	639,664,713,885	13	3	4	609,635,710,882	11	2	GO:0002474,GO:0005515,GO:0048471,GO:0000139,GO:0050714,GO:0012507,GO:0005829,GO:0018279,GO:0061024,GO:0006888,GO:0008270,GO:0045714,GO:0048208,GO:0003674,GO:0044281,GO:0044267,GO:0030127,GO:0005789,GO:0006886,GO:0019886,GO:2000189,GO:0043687
FAM198A	NA	family with sequence similarity 198, member A [Source:HGNC Symbol;Acc:HGNC:24485]	ENSG00000144649	ENSP00000407301	ENSGALP00000018761	ENSDARP00000102764	4	36,84,128,185	170	68	3	203,232,357	32	12	8	58,78,103,108,127,139,271,354	148	37	GO:0005576
PNISR	1	PNN-interacting serine/arginine-rich protein [Source:HGNC Symbol;Acc:HGNC:21222]	ENSG00000132424	ENSP00000358242	ENSGALP00000024924	ENSDARP00000107812	8	522,543,547,598,702,740,741,758	337	100	10	512,524,545,549,596,624,625,748,765,811	394	98	10	506,530,540,552,556,597,620,650,740,802	397	100	GO:0005634,GO:0016607,GO:0005654,GO:0005737,GO:0044822
SYT16	2	synaptotagmin XVI [Source:HGNC Symbol;Acc:HGNC:23142]	ENSG00000139973	ENSP00000478637	ENSGALP00000019323	ENSDARP00000044948	7	297,365,416,465,520,560,573	157	41	5	17,72,112,125,149	16	6	5	316,427,452,467,480	28	10	GO:0005543,GO:0005509,GO:0005515,GO:0005886,GO:0030276,GO:0016079,GO:0019905,GO:0046982,GO:0042803
SUN2	1	Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]	ENSG00000100242	ENSP00000385616	ENSGALP00000040890	ENSDARP00000116173	5	44,82,210,226,284	141	41	4	32,42,205,247	87	27	8	2,10,43,55,59,147,158,287	121	31	GO:0005521,GO:0007097,GO:0034993,GO:0000784,GO:0051642,GO:0005635,GO:0005639,GO:0010008,GO:0005637,GO:0031022,GO:0090292,GO:0006998,GO:0090286,GO:0000794,GO:0030335,GO:0007052,GO:0008017,GO:0005515,GO:0042802,GO:0031965
TAF4B	NA	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa [Source:HGNC Symbol;Acc:HGNC:11538]	ENSG00000141384	ENSP00000462980	ENSGALP00000024358	ENSDARP00000057038	4	80,193,222,323	115	33	2	52,232	104	37	7	108,140,149,165,249,308,375	255	69	GO:0006366,GO:0051059,GO:0046982,GO:0006355,GO:0005669,GO:0006352,GO:0007283,GO:0006367,GO:0003700,GO:0005737,GO:0010467,GO:0005730,GO:0006368,GO:2000648,GO:0005654,GO:0003677,GO:0016032,GO:0048477
GATM	NA	glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:HGNC Symbol;Acc:HGNC:4175]	ENSG00000171766	ENSP00000379895	ENSGALP00000037948	ENSDARP00000052640	3	208,214,414	0	0	3	207,213,413	0	0	4	207,213,390,413	0	0	GO:0006600,GO:1990402,GO:0034641,GO:0016813,GO:0015067,GO:0044281,GO:0010033,GO:0070062,GO:0005758,GO:0006601,GO:0006979,GO:0005739,GO:0043434,GO:0046689,GO:0015068,GO:0042246,GO:0007584,GO:0005743
DSE	1	dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]	ENSG00000111817	ENSP00000404049	ENSGALP00000024084	ENSDARP00000126967	6	475,626,722,727,764,770	11	2	5	501,652,748,790,796	6	1	3	784,805,806	22	18	GO:0016021,GO:0047757,GO:0005783,GO:0030204,GO:0005794,GO:0030206,GO:0000139,GO:0005975,GO:0030203,GO:0044281,GO:0015012,GO:0030208
AGRN	2	agrin [Source:HGNC Symbol;Acc:HGNC:329]	ENSG00000188157	ENSP00000368678	ENSGALP00000039379	ENSDARP00000136178	5	1024,1031,1231,1271,1299	228	60	5	1032,1050,1246,1290,1323	237	60	5	974,1009,1031,1040,1049	123	70	GO:0043113,GO:0007009,GO:0035374,GO:0043525,GO:0005576,GO:0009986,GO:0005615,GO:0045202,GO:0007268,GO:0005796,GO:0033691,GO:0005737,GO:0006027,GO:0001523,GO:0007411,GO:0008582,GO:0007165,GO:0043547,GO:0030198,GO:0007528,GO:0016021,GO:0005200,GO:0005604,GO:0051491,GO:0006024,GO:0007213,GO:0005975,GO:0005605,GO:0010469,GO:0044281,GO:0030203,GO:0031012,GO:0002162,GO:0045944,GO:0070062,GO:0045213,GO:0030548,GO:0005509,GO:0005886,GO:0005515,GO:0007603,GO:0043395,GO:0043202,GO:0045887,GO:0045162,GO:0030204,GO:0030054,GO:0043236,GO:0050808
NGLY1	NA	N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]	ENSG00000151092	ENSP00000280700	ENSGALP00000018418	ENSDARP00000008500	4	410,476,569,633	0	0	4	396,406,566,630	14	4	2	571,623	11	7	GO:0000224,GO:0005515,GO:0046872,GO:0006516,GO:0005737
HPS4	NA	Hermansky-Pudlak syndrome 4 [Source:HGNC Symbol;Acc:HGNC:15844]	ENSG00000100099	ENSP00000381213	ENSGALP00000008962	ENSDARP00000012323	2	147,402	186	52	3	263,336,357	158	81	5	314,461,526,569,600	290	75	GO:0007040,GO:0007599,GO:0006996,GO:0042470,GO:0050821,GO:0031085,GO:0006605,GO:0046983,GO:0005515,GO:0016020,GO:0005764,GO:0030318,GO:0005737,GO:1903955,GO:0042827,GO:0007596,GO:0016023,GO:0048075,GO:0042803
SURF2	NA	surfeit 2 [Source:HGNC Symbol;Acc:HGNC:11475]	ENSG00000148291	ENSP00000361032	ENSGALP00000034129	ENSDARP00000054069	2	83,214	128	55	2	86,260	142	51	2	52,81	17	13	GO:0005575,GO:0008150,GO:0005886,GO:0005634,GO:0003674,GO:0005730
PLEKHH1	NA	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 [Source:HGNC Symbol;Acc:HGNC:17733]	ENSG00000054690	ENSP00000330278	ENSGALP00000015460	ENSDARP00000070420	6	225,275,297,321,505,514	311	79	7	314,319,394,547,587,596,597	198	51	5	514,582,629,711,750	116	34	GO:0005856
TRAIP	NA	TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]	ENSG00000183763	ENSP00000328203	ENSGALP00000042447	ENSDARP00000024931	5	54,107,269,306,327	76	20	5	121,159,267,336,410	115	29	4	108,212,238,376	185	50	GO:0008270,GO:0016567,GO:0005057,GO:0016874,GO:0048471,GO:0005515,GO:0035556,GO:0010804,GO:0032688,GO:0004842,GO:0007165,GO:0005730,GO:0008283,GO:0061630,GO:0006915
SASS6	NA	spindle assembly 6 homolog (C. elegans) [Source:HGNC Symbol;Acc:HGNC:25403]	ENSG00000156876	ENSP00000287482	ENSGALP00000008489	ENSDARP00000075634	4	22,26,163,181	53	20	2	164,408	78	22	5	284,355,407,438,555	159	42	GO:0051298,GO:0005814,GO:0098536,GO:0007099,GO:0005813,GO:0005515
SEPT6	4	septin 6 [Source:HGNC Symbol;Acc:HGNC:15848]	ENSG00000125354	ENSP00000341524	ENSGALP00000029589	ENSDARP00000138243	3	54,95,199	8	3	4	53,80,94,198	5	2	4	59,100,141,204	30	12	GO:0031105,GO:0008021,GO:0043679,GO:0005515,GO:0005819,GO:0005525,GO:0000777,GO:0032154,GO:0016032,GO:0000910,GO:0030496
UNC13C	NA	unc-13 homolog C (C. elegans) [Source:HGNC Symbol;Acc:HGNC:23149]	ENSG00000137766	ENSP00000260323	ENSGALP00000007197	ENSDARP00000134274	8	270,317,386,432,475,480,508,521	133	37	7	764,836,861,875,1001,1010,1014	59	16	4	10,75,113,174	13	4	GO:0030054,GO:0005886,GO:0005515,GO:0048786,GO:0046872,GO:0006887,GO:0019992,GO:0007268,GO:0035556,GO:0005737,GO:0042734
PDGFRB	NA	platelet-derived growth factor receptor, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:8804]	ENSG00000113721	ENSP00000261799	ENSGALP00000009178	ENSDARP00000138883	4	506,636,696,787	21	5	5	692,783,855,943,984	47	11	5	287,331,374,422,575	12	3	GO:0046777,GO:0038091,GO:0005515,GO:0042060,GO:2000379,GO:0005886,GO:0016020,GO:0060981,GO:0070062,GO:0030335,GO:0036120,GO:0046488,GO:0014911,GO:0043406,GO:0001701,GO:0008543,GO:0072075,GO:0016324,GO:0001822,GO:0042542,GO:0043202,GO:0048011,GO:0001894,GO:0035441,GO:0055093,GO:0055003,GO:0032516,GO:0070374,GO:0005925,GO:0019901,GO:0048839,GO:0007169,GO:0016301,GO:0006024,GO:0004713,GO:0043552,GO:0018108,GO:0009636,GO:0032526,GO:0032956,GO:2000573,GO:0072262,GO:0004992,GO:0005019,GO:0005634,GO:0048745,GO:0033993,GO:0050921,GO:0035793,GO:0072275,GO:0014068,GO:0060326,GO:0005161,GO:0032355,GO:0014070,GO:0010863,GO:0035909,GO:0045087,GO:0004672,GO:0005102,GO:0048008,GO:0016477,GO:0006468,GO:0043627,GO:0030325,GO:0004871,GO:0016021,GO:0045840,GO:0006807,GO:0071670,GO:0016023,GO:0008284,GO:0090280,GO:0007165,GO:0072277,GO:0004714,GO:0005524,GO:0032967,GO:0016772,GO:0034405,GO:0043066,GO:0043548,GO:0038085,GO:0048407,GO:0048015,GO:0007186,GO:0048661,GO:0031226,GO:0005737,GO:0009986,GO:0005017,GO:0038095,GO:0048705,GO:0072284,GO:0035789,GO:0061298,GO:0035791,GO:0050730,GO:0007173,GO:0072278,GO:0035556
